userId,startTimestamp,endTimestamp
01HDGTABYDB7C8BGH8ZWTMK8KS,2023-10-24 14:31:10.632 UTC,2023-10-24 16:10:27.191 UTC
01HDGDGV08QTZT11VGC132K97T,2023-10-24 14:31:17.888 UTC,2023-10-24 15:20:18.748 UTC
01HDGT60AS3S0DZQGZN56RFS54,2023-10-24 14:32:29.529 UTC,2023-10-24 16:19:30.571 UTC
01HDGGWG0EB7G521SCVV8MM727,2023-10-24 14:32:30.526 UTC,2023-10-24 15:03:14.086 UTC
01HDGT9DCEMEJQTKPCNVT047KZ,2023-10-24 14:32:35.748 UTC,2023-10-24 17:51:48.615 UTC
01HDGDHNX40MXSM4TVR73W4065,2023-10-24 14:32:46.961 UTC,2023-10-24 18:33:34.274 UTC
01HDGS6DZZZS1A6M18ZFJ5T4EA,2023-10-24 14:34:05.45 UTC,2023-10-24 16:25:53.459 UTC
01HDGTAXDZR0MFQXVPZFNEKRZQ,2023-10-24 14:34:23.603 UTC,2023-10-24 15:09:44.783 UTC
01HDGR93S5ENWA93TKMG38840R,2023-10-24 14:35:32.24 UTC,2023-10-24 15:53:36.747 UTC
01HDGT91VHSQM2H9F31DFQZPYX,2023-10-24 14:36:17.855 UTC,2023-10-24 15:11:10.422 UTC
01HDGTEWHJP1C821AEVCV9DDC1,2023-10-24 14:36:23.266 UTC,2023-10-24 14:42:28.256 UTC
01HDGTF4GZCQEYP1JBQ2HY0Q2F,2023-10-24 14:36:45.596 UTC,2023-10-24 15:11:03.01 UTC
01HDGEFR09RTP6EAH0S15J9CTK,2023-10-24 14:37:17.481 UTC,2023-10-24 14:47:44.008 UTC
01HDGG0R7J74K4122X8SWPK2F8,2023-10-24 14:37:31.974 UTC,2023-10-24 15:05:41.757 UTC
01HDGTG71GPE5W00PDDCR78Y4B,2023-10-24 14:38:27.033 UTC,2023-10-24 15:11:09.096 UTC
01HDGK5SAYH4Q5TZNJYFBYK9JQ,2023-10-24 14:38:59.991 UTC,2023-10-24 18:08:12.829 UTC
01HDGT5TE0C1NGJFF3VFRJ7TB8,2023-10-24 14:40:19.011 UTC,2023-10-24 15:00:48.702 UTC
01HDGTE2DV34ZDN7ERZW7RYYGG,2023-10-24 14:40:29.369 UTC,2023-10-24 16:10:39.23 UTC
01HDGTAB4MGRZY8ZTCARKG5H1P,2023-10-24 14:40:33.724 UTC,2023-10-24 14:41:00.922 UTC
01HDGEGYA60X4DH8MAVREN1E9H,2023-10-24 14:41:09.854 UTC,2023-10-24 15:31:17.155 UTC
01HDGT6QWGHVSECD7PZHXAC1AZ,2023-10-24 14:41:10.198 UTC,2023-10-24 15:56:06.557 UTC
01HDGG5WEJH55MB47TFXZ6A2QN,2023-10-24 14:41:44.958 UTC,2023-10-24 14:47:40.669 UTC
01HDGF0WTJ9QJZS9X0J3TC0BET,2023-10-24 14:42:16.016 UTC,2023-10-24 15:06:20.598 UTC
01HDGTFZ7WHYG4AT41AKPBWPEA,2023-10-24 14:43:06.163 UTC,2023-10-24 15:23:37.334 UTC
01HDGTAB4MGRZY8ZTCARKG5H1P,2023-10-24 14:43:08.979 UTC,2023-10-24 20:07:50.662 UTC
01HDH24P45ZS4KVR05EB4FWKCC,2023-10-24 14:43:55.77 UTC,2023-10-24 15:41:05.51 UTC
01HDGTE46ZYSPPSYYJ3Y9SWGVM,2023-10-24 14:44:22.683 UTC,2023-10-24 14:45:38.798 UTC
01HDGGJ356BDDQP5CTD8C7BCQF,2023-10-24 14:44:24.197 UTC,2023-10-24 15:36:46.944 UTC
01HDGK62V036MKEWENZTR07B5W,2023-10-24 14:44:48.229 UTC,2023-10-24 15:34:00.957 UTC
01HDGR98ZHRB9T9A4CK4VZZJYG,2023-10-24 14:46:14.105 UTC,2023-10-24 14:51:12.771 UTC
01HDGGZZRPFSKWQ1975W6K6T28,2023-10-24 14:48:14.611 UTC,2023-10-24 14:52:30.963 UTC
01HDGFJ6YAH0TFRQZ6Y3E3VJ4V,2023-10-24 14:48:55.574 UTC,2023-10-24 15:43:41.478 UTC
01HDGT64R5T5TEPB8D5FNCBEWM,2023-10-24 14:49:36.27 UTC,2023-10-24 15:41:54.807 UTC
01HDGTASF2E41HQ9837ETS3P3R,2023-10-24 14:49:42.35 UTC,2023-10-24 14:55:32.905 UTC
01HDGGZPNSG5EKQPC3GYVCME92,2023-10-24 14:50:22.646 UTC,2023-10-24 16:42:10.437 UTC
01HDGJ0FWMKHPX44QWH7E8KTJW,2023-10-24 14:50:24.759 UTC,2023-10-24 14:56:35.909 UTC
01HDGTE4Z77R3SMYF9AA3MAFK3,2023-10-24 14:51:37.932 UTC,2023-10-24 14:52:00.79 UTC
01HDGFJ57RS3J7ZG8AJYZ23W9M,2023-10-24 14:51:40.262 UTC,2023-10-24 15:25:24.315 UTC
01HDGS6KQ3QQ1C1GXPFB9WGM0K,2023-10-24 14:52:24.082 UTC,2023-10-24 15:23:03.336 UTC
01HDGHYGRYMY21HVAJYYRQM5WZ,2023-10-24 14:52:30.8 UTC,2023-10-24 15:40:04.06 UTC
01HDGG11YFCZX7HSEPZNDGJ0RW,2023-10-24 14:52:49.48 UTC,2023-10-24 15:48:52.517 UTC
01HDGK61495ZT6C8SC24XSA47Y,2023-10-24 14:52:58.277 UTC,2023-10-24 15:23:02.684 UTC
01HDGT9J40FMBS8NS1CD4M5QE4,2023-10-24 14:54:01.692 UTC,2023-10-24 15:01:07.303 UTC
01HDGHZ8PZFFTZRHDYJBBMEWVB,2023-10-24 14:54:31.421 UTC,2023-10-24 16:12:01.119 UTC
01HDGTH7HB2ETW0J33ZZPSM0DX,2023-10-24 14:55:22.616 UTC,2023-10-24 15:52:36.496 UTC
01HDGG67V7718TMEB4G7NK49N7,2023-10-24 14:55:53.465 UTC,2023-10-24 14:58:41.028 UTC
01HDGEXW0N3VZYH7DZ4R0AEPE0,2023-10-24 14:56:22.293 UTC,2023-10-24 17:39:02.079 UTC
01HDGR98ZHRB9T9A4CK4VZZJYG,2023-10-24 14:57:03.919 UTC,2023-10-24 15:20:25.864 UTC
01HDGGW5NHBZ52F5JMQQ72BHA2,2023-10-24 14:58:34.89 UTC,2023-10-24 15:01:07.595 UTC
01HDGTDYREKHMF52274TPGG3YQ,2023-10-24 14:59:20.376 UTC,2023-10-24 17:10:04.243 UTC
01HDGTF6CF2496TQX8KKPC0ETF,2023-10-24 15:03:17.182 UTC,2023-10-24 15:10:42.39 UTC
01HDGT69H1AB0BG4GRXDECS4DZ,2023-10-24 15:04:11.372 UTC,2023-10-24 20:59:38.897 UTC
01HDGEWYDR7M9GJQGTHFK8MCMQ,2023-10-24 15:05:13.467 UTC,2023-10-24 16:15:04.572 UTC
01HDGTB4797JY9C92N98358XA7,2023-10-24 15:05:41.003 UTC,2023-10-24 16:11:28.612 UTC
01HDGTCRZ823PHX9VMKEF9DYSG,2023-10-24 15:06:43.094 UTC,2023-10-24 16:23:43.832 UTC
01HDGS6JXTCH5WP1KCVSZSYY30,2023-10-24 15:08:14.449 UTC,2023-10-24 15:40:23.86 UTC
01HDGG8AZBCWTD8PR4V6FTE3K0,2023-10-24 15:08:44.293 UTC,2023-10-24 15:43:51.703 UTC
01HDGG1Q8DRBNGABZM1KSS7FA5,2023-10-24 15:12:56.756 UTC,2023-10-24 18:22:20.813 UTC
01HDGK5QMCEAHVCK34YK0VYYPP,2023-10-24 15:13:16.103 UTC,2023-10-24 15:42:51.474 UTC
01HDGDWTFHWR9GEJQTSETW51F1,2023-10-24 15:17:28.031 UTC,2023-10-24 16:55:46.203 UTC
01HDGG0R7J74K4122X8SWPK2F8,2023-10-24 15:18:15.491 UTC,2023-10-24 16:15:39.715 UTC
01HDGTF87GXJ00RN42JRZH0X0F,2023-10-24 15:19:01.022 UTC,2023-10-24 15:26:46.107 UTC
01HDGTGMEB7PCTZ5FBQ4NGT0VG,2023-10-24 15:20:49.323 UTC,2023-10-24 15:21:56.372 UTC
01HDGK5GVCHQKY19YPXXAY2EFJ,2023-10-24 15:23:49.378 UTC,2023-10-24 15:46:21.944 UTC
01HDGTB9999SD2CWAFTMVHXHYG,2023-10-24 15:24:43.412 UTC,2023-10-24 15:56:49.562 UTC
01HDGS66FHPS82F58B7SZB04NR,2023-10-24 15:24:46.525 UTC,2023-10-24 16:29:59.274 UTC
01HDGTEZAZ6DHKF16MAEXFC46Y,2023-10-24 15:25:33.159 UTC,2023-10-24 15:28:46.86 UTC
01HDGT715HW34J39VB8WC9HQPB,2023-10-24 15:25:39.035 UTC,2023-10-24 16:40:24.585 UTC
01HDGG28QQBGAHKKPEAFN6HSDN,2023-10-24 15:27:08.138 UTC,2023-10-24 15:27:23.458 UTC
01HDGEX1TH39719EGCKGX2TXEQ,2023-10-24 15:27:18.758 UTC,2023-10-24 15:29:50.133 UTC
01HDGDZFPE7NCP2WC2D33BNQ76,2023-10-24 15:30:40.937 UTC,2023-10-24 16:50:44.291 UTC
01HDGTFZ7WHYG4AT41AKPBWPEA,2023-10-24 15:31:03.883 UTC,2023-10-24 17:21:43.421 UTC
01HDGDHWS674NGDVK2BHFMW20Z,2023-10-24 15:31:53.165 UTC,2023-10-24 15:33:57.347 UTC
01HDGDZYJZ08YRX7CFGB78Z63S,2023-10-24 15:32:13.452 UTC,2023-10-24 18:33:02.326 UTC
01HDGT672VWWJWJHKSJD4RSK09,2023-10-24 15:32:59.147 UTC,2023-10-24 15:38:33.943 UTC
01HDGS6C9XKCJGBQ64186RH1P4,2023-10-24 15:33:17.284 UTC,2023-10-24 15:45:26.838 UTC
01HDGG9PKFHH31D1MAVW8X01GM,2023-10-24 15:33:45.349 UTC,2023-10-24 15:34:29.142 UTC
01HDGT7C166QC089Q6W6JY9Y01,2023-10-24 15:33:53.778 UTC,2023-10-24 16:17:44.695 UTC
01HDGTEAHGTK8ZFJMQY3D4HAN9,2023-10-24 15:34:02.456 UTC,2023-10-24 15:42:53.184 UTC
01HDGTBJE0SD19321V5PB6JGHF,2023-10-24 15:38:59.97 UTC,2023-10-24 15:39:01.122 UTC
01HDGR8707ZRM8A76CYBTE2REH,2023-10-24 15:41:13.92 UTC,2023-10-24 17:13:21.848 UTC
01HDGT5RY0F4HKV1R4WZ1PVXFT,2023-10-24 15:41:29.598 UTC,2023-10-24 16:25:48.101 UTC
01HDGJ0X85SMX4BEBG82C6YKBN,2023-10-24 15:43:01.955 UTC,2023-10-24 19:48:17.475 UTC
01HDGTBJE0SD19321V5PB6JGHF,2023-10-24 15:43:23.401 UTC,2023-10-24 16:14:53.276 UTC
01HDGDGV08QTZT11VGC132K97T,2023-10-24 15:46:10.837 UTC,2023-10-24 16:39:48.675 UTC
01HDH24P45ZS4KVR05EB4FWKCC,2023-10-24 15:46:49.652 UTC,2023-10-24 16:00:51.263 UTC
01HDGFZHYKGDHZK10Q8QRV4W41,2023-10-24 15:47:07.913 UTC,2023-10-24 20:47:02.723 UTC
01HDGG28QQBGAHKKPEAFN6HSDN,2023-10-24 15:48:38.451 UTC,2023-10-24 16:06:26.405 UTC
01HDGEPMZN9FQB209BW3QDBCJ7,2023-10-24 15:49:40.172 UTC,2023-10-24 15:51:10.947 UTC
01HDGE223JQ2Y3J9AA6EMHXRYP,2023-10-24 15:51:15.713 UTC,2023-10-24 16:32:58.911 UTC
01HDGE8N6EGAZQCXW4Y7XBY63J,2023-10-24 15:51:58.979 UTC,2023-10-24 16:13:58.501 UTC
01HDGFFDZ4Y6W10JY8B0RBQXS0,2023-10-24 15:52:36.158 UTC,2023-10-24 16:06:22.449 UTC
01HDGEMGDFWJVHCS7NXH8HZKVR,2023-10-24 15:53:16.005 UTC,2023-10-24 16:08:47.049 UTC
01HDGEMJWTN5MQ4GEJGJ3EFREA,2023-10-24 15:53:29.438 UTC,2023-10-24 15:55:35.812 UTC
01HDGTDXRSCQ0AB2KGAPDR1589,2023-10-24 15:54:05.615 UTC,2023-10-24 16:12:54.687 UTC
01HDGTA4MCH7D5Q1A6R2D18EDF,2023-10-24 15:55:05.691 UTC,2023-10-24 16:21:46.667 UTC
01HDGDY69R1H35DG07YM1JWVWJ,2023-10-24 15:55:19.002 UTC,2023-10-24 17:13:57.302 UTC
01HDGJ0FWMKHPX44QWH7E8KTJW,2023-10-24 15:56:25.962 UTC,2023-10-24 15:56:41.138 UTC
01HDGK664AZY7MYVFXHMWXPHC1,2023-10-24 15:56:33.261 UTC,2023-10-24 15:57:11.757 UTC
01HDH4CYPRTEXRY00617XYZV2R,2023-10-24 15:56:35.569 UTC,2023-10-24 16:57:03.665 UTC
01HDGJ0RP2JTAXHY44NV8NJJCY,2023-10-24 15:56:46.532 UTC,2023-10-24 16:34:23.056 UTC
01HDGTAA7X8NWAVHHZXNPW48WZ,2023-10-24 15:56:58.767 UTC,2023-10-24 16:23:16.881 UTC
01HDGF45MNC2D0GHY4BAW1Z7WJ,2023-10-24 15:57:14.063 UTC,2023-10-24 16:04:30.787 UTC
01HDGK5QMCEAHVCK34YK0VYYPP,2023-10-24 15:59:10.621 UTC,2023-10-24 16:10:53.45 UTC
01HDGK5NVGK2YG44ZZGF3G2FZQ,2023-10-24 15:59:34.278 UTC,2023-10-24 16:09:49.68 UTC
01HDGDK73H378NF3K9MXE8QFYS,2023-10-24 16:02:05.942 UTC,2023-10-24 18:40:47.367 UTC
01HDGJ0FWMKHPX44QWH7E8KTJW,2023-10-24 16:02:10.963 UTC,2023-10-24 16:49:26.95 UTC
01HDGT94FAZ1E32CR5N4Y69566,2023-10-24 16:03:42.12 UTC,2023-10-24 16:34:20.721 UTC
01HDGK664AZY7MYVFXHMWXPHC1,2023-10-24 16:04:06.627 UTC,2023-10-24 16:07:15.312 UTC
01HDGTH4Y6VSQG04JGBC7ZRRE9,2023-10-24 16:05:04.951 UTC,2023-10-24 16:34:10.8 UTC
01HDH6V9Q5GZJ2Z0QJX8GTDB9M,2023-10-24 16:05:36.243 UTC,2023-10-24 17:27:22.739 UTC
01HDGK5GVCHQKY19YPXXAY2EFJ,2023-10-24 16:06:04.825 UTC,2023-10-24 18:02:47.83 UTC
01HDGTE7M30F954EW3KDEQ8N3X,2023-10-24 16:06:10.72 UTC,2023-10-24 16:20:22.861 UTC
01HDGTC57VZ648CPZ58YA6CTXN,2023-10-24 16:07:32.112 UTC,2023-10-24 16:15:24.819 UTC
01HDGEV1A9B6Y68CRN0SSKMTG1,2023-10-24 16:10:51.202 UTC,2023-10-24 16:24:14.837 UTC
01HDGT9W5WJ8H8MY22D8RD039B,2023-10-24 16:11:07.272 UTC,2023-10-24 18:59:23.502 UTC
01HDGK5YJ8Z9TAZ9BT2BT6KQ46,2023-10-24 16:11:44.675 UTC,2023-10-24 16:58:59.477 UTC
01HDGTCPDZDQJWF1QRNWVA07JK,2023-10-24 16:13:53.097 UTC,2023-10-24 19:35:32.728 UTC
01HDGPPFS3485G25CN3R4NF5E8,2023-10-24 16:14:31.676 UTC,2023-10-24 16:15:01.789 UTC
01HDGH55G6GDJJFKRFQGXF8D2G,2023-10-24 16:15:53.274 UTC,2023-10-24 16:16:20.124 UTC
01HDGTDXRSCQ0AB2KGAPDR1589,2023-10-24 16:18:04.05 UTC,2023-10-24 16:30:54.627 UTC
01HDGK5QMCEAHVCK34YK0VYYPP,2023-10-24 16:19:00.01 UTC,2023-10-24 17:16:27.217 UTC
01HDGK5PQT1RGZQBCD1TMXTWQ8,2023-10-24 16:20:34.701 UTC,2023-10-24 16:38:51.116 UTC
01HDGK5NVGK2YG44ZZGF3G2FZQ,2023-10-24 16:21:10.842 UTC,2023-10-24 16:29:19.732 UTC
01HDGR96CE45G7BD2PYBMD8YFX,2023-10-24 16:23:37.378 UTC,2023-10-24 16:23:57.023 UTC
01HDH81XHZ28WSGACTZCKAC7X3,2023-10-24 16:26:37.639 UTC,2023-10-24 16:53:23.868 UTC
01HDGE8N6EGAZQCXW4Y7XBY63J,2023-10-24 16:26:55.632 UTC,2023-10-24 16:29:14.499 UTC
01HDGTA4MCH7D5Q1A6R2D18EDF,2023-10-24 16:27:08.989 UTC,2023-10-24 17:28:45.257 UTC
01HDGS69JEF23YYQBN4GV8TJ1E,2023-10-24 16:27:42.975 UTC,2023-10-24 17:19:26.101 UTC
01HDGT898NZJFFZ3EA9YWTWRWB,2023-10-24 16:28:07.503 UTC,2023-10-24 16:28:23.601 UTC
01HDGT9A33E4V9P69YWEPT5NTE,2023-10-24 16:28:38.649 UTC,2023-10-24 16:29:27.824 UTC
01HDGEV1A9B6Y68CRN0SSKMTG1,2023-10-24 16:29:20.465 UTC,2023-10-24 20:59:51.808 UTC
01HDGFJ6YAH0TFRQZ6Y3E3VJ4V,2023-10-24 16:30:35.931 UTC,2023-10-24 17:31:00.753 UTC
01HDGGWP2AFJ9SDMQQR5WQN1NR,2023-10-24 16:30:39.113 UTC,2023-10-24 23:12:05.793 UTC
01HDGEWYDR7M9GJQGTHFK8MCMQ,2023-10-24 16:30:49.596 UTC,2023-10-24 17:32:42.189 UTC
01HDGFTNF1N3AXTCT1SGDF9Q82,2023-10-24 16:35:03.058 UTC,2023-10-24 17:45:57.101 UTC
01HDGE8N6EGAZQCXW4Y7XBY63J,2023-10-24 16:35:20.96 UTC,2023-10-24 17:17:19.646 UTC
01HDGTE2DV34ZDN7ERZW7RYYGG,2023-10-24 16:35:21.809 UTC,2023-10-24 19:17:29.718 UTC
